loss,acc,val_loss,val_acc,lr
0.16178984940052032,0.932898759841919,0.12261146306991577,1.0,4.999999873689376e-05
0.053721990436315536,0.9808282256126404,0.07219201326370239,1.0,4.999999873689376e-05
0.0361236147582531,0.987730085849762,0.08227774500846863,1.0,4.999999873689376e-05
0.01866641454398632,0.9942484498023987,0.07462967187166214,1.0,4.999999873689376e-05
0.020323241129517555,0.9917561411857605,0.04780733585357666,1.0,4.999999873689376e-05
0.016205178573727608,0.9946318864822388,0.009782213717699051,1.0,4.999999873689376e-05
0.015635032206773758,0.9946318864822388,0.022290246561169624,1.0,4.999999873689376e-05
0.015035987831652164,0.9944401979446411,0.014889327809214592,1.0,4.999999873689376e-05
0.011281125247478485,0.9961656332015991,0.008845181204378605,1.0,4.999999873689376e-05
0.008685130625963211,0.9975076913833618,0.008209784515202045,1.0,9.999999747378752e-06
0.007547598797827959,0.9971242547035217,0.006663233041763306,1.0,9.999999747378752e-06
0.004035537131130695,0.9990414381027222,0.0038689880166202784,1.0,9.999999747378752e-06
0.00358103821054101,0.9988496899604797,0.0032255882397294044,1.0,9.999999747378752e-06
0.005277348682284355,0.9980828166007996,0.003662614617496729,1.0,9.999999747378752e-06
0.004175564739853144,0.9986580014228821,0.0035509630106389523,1.0,9.999999747378752e-06
0.0030187545344233513,0.9986580014228821,0.0037913022097200155,1.0,1.9999999949504854e-06
0.0030105074401944876,0.9992331266403198,0.003123648464679718,1.0,1.9999999949504854e-06
0.003056478686630726,0.9990414381027222,0.0025733700022101402,1.0,1.9999999949504854e-06
0.0021680444478988647,0.9996165633201599,0.0024829404428601265,1.0,4.999999987376214e-07
0.004341539461165667,0.998274564743042,0.0024414542131125927,1.0,4.999999987376214e-07
0.004864396061748266,0.9990414381027222,0.0024937025737017393,1.0,4.999999987376214e-07
0.0020060683600604534,0.9996165633201599,0.0024776728823781013,1.0,4.999999987376214e-07
0.002229110337793827,0.9996165633201599,0.0023206425830721855,1.0,4.999999987376214e-07
0.002639696467667818,0.9992331266403198,0.002295942511409521,1.0,4.999999987376214e-07
0.003230809699743986,0.9988496899604797,0.002027252223342657,1.0,4.999999987376214e-07
0.0037437453866004944,0.9992331266403198,0.0020549874752759933,1.0,4.999999987376214e-07
0.0020364674273878336,0.9994248747825623,0.002158984076231718,1.0,4.999999987376214e-07
0.0030409186147153378,0.9986580014228821,0.002188615733757615,1.0,4.999999987376214e-07
0.0022492939606308937,0.9992331266403198,0.0022795493714511395,1.0,4.999999987376214e-07
0.0012553960550576448,0.9998083114624023,0.002319945488125086,1.0,4.999999987376214e-07
