loss,acc,val_loss,val_acc
0.3155726492404938,0.8590874075889587,0.37269318103790283,0.75
0.13051745295524597,0.9545629024505615,0.3221604824066162,0.8125
0.09104837477207184,0.9691334366798401,0.2645154595375061,0.8125
0.0731310099363327,0.9735429286956787,0.1424454301595688,0.9375
0.06110819801688194,0.9796779155731201,0.10675297677516937,0.9375
0.05257275328040123,0.9825536608695984,0.05547500401735306,1.0
0.03930756449699402,0.9860045909881592,0.05234400928020477,1.0
0.03543698415160179,0.9879217743873596,0.02066703327000141,1.0
0.02848438173532486,0.9906058311462402,0.025126978754997253,1.0
0.03636668622493744,0.987730085849762,0.05455007776618004,1.0
0.032906752079725266,0.9875383377075195,0.048191748559474945,1.0
0.019361445680260658,0.9936733245849609,0.01555274985730648,1.0
0.019580567255616188,0.9934815764427185,0.017448918893933296,1.0
0.0162135511636734,0.9938650131225586,0.019459137693047523,1.0
0.016775788739323616,0.994056761264801,0.009202877059578896,1.0
0.012976874597370625,0.995398759841919,0.014437807723879814,1.0
0.011578250676393509,0.9961656332015991,0.012705773115158081,1.0
0.014012971892952919,0.995782196521759,0.006507205311208963,1.0
0.011935975402593613,0.9963573813438416,0.02025538496673107,1.0
0.010510587133467197,0.9969325065612793,0.015125595033168793,1.0
0.008999625220894814,0.9976993799209595,0.033807314932346344,1.0
0.00841907411813736,0.9969325065612793,0.021220238879323006,1.0
0.011855940334498882,0.9969325065612793,0.0065941959619522095,1.0
0.0072026327252388,0.9969325065612793,0.007687092293053865,1.0
0.004693300928920507,0.9980828166007996,0.007818999700248241,1.0
0.011017996817827225,0.9969325065612793,0.01113296952098608,1.0
0.005023102276027203,0.9984662532806396,0.005080908536911011,1.0
0.0066514513455331326,0.9976993799209595,0.0004166478756815195,1.0
0.0059539577923715115,0.9978911280632019,0.0012179305776953697,1.0
0.00472208671271801,0.998274564743042,0.0035707911010831594,1.0
